source_row,split,target
3265,model_development,Dropout
3266,model_development,Graduate
3267,model_development,Graduate
3268,policy_validation,Enrolled
3269,model_development,Dropout
3270,model_development,Dropout
3271,model_development,Dropout
3272,historical_holdout,Graduate
3273,model_development,Graduate
3274,model_development,Enrolled
3275,model_development,Dropout
3276,historical_holdout,Graduate
3277,historical_holdout,Dropout
3278,model_development,Graduate
3279,policy_validation,Dropout
3280,policy_validation,Graduate
3281,historical_holdout,Graduate
3282,historical_holdout,Dropout
3283,model_development,Enrolled
3284,model_development,Graduate
3285,historical_holdout,Enrolled
3286,historical_holdout,Graduate
3287,policy_validation,Dropout
3288,historical_holdout,Dropout
3289,policy_validation,Graduate
3290,model_development,Graduate
3291,historical_holdout,Dropout
3292,model_development,Dropout
3293,historical_holdout,Dropout
3294,model_development,Enrolled
3295,policy_validation,Enrolled
3296,model_development,Graduate
3297,model_development,Enrolled
3298,historical_holdout,Dropout
3299,model_development,Graduate
3300,historical_holdout,Dropout
3301,model_development,Dropout
3302,historical_holdout,Graduate
3303,policy_validation,Graduate
3304,historical_holdout,Graduate
3305,historical_holdout,Graduate
3306,model_development,Graduate
3307,policy_validation,Graduate
3308,policy_validation,Graduate
3309,historical_holdout,Graduate
3310,model_development,Dropout
3311,model_development,Graduate
3312,model_development,Dropout
3313,historical_holdout,Enrolled
3314,model_development,Enrolled
3315,historical_holdout,Dropout
3316,model_development,Graduate
3317,model_development,Dropout
3318,policy_validation,Graduate
3319,model_development,Dropout
3320,model_development,Graduate
3321,model_development,Graduate
3322,historical_holdout,Dropout
3323,policy_validation,Dropout
3324,model_development,Dropout
3325,model_development,Dropout
3326,model_development,Enrolled
3327,historical_holdout,Graduate
3328,policy_validation,Dropout
3329,model_development,Enrolled
3330,policy_validation,Enrolled
3331,model_development,Graduate
3332,policy_validation,Dropout
3333,model_development,Dropout
3334,model_development,Dropout
3335,policy_validation,Graduate
3336,model_development,Enrolled
3337,policy_validation,Dropout
3338,policy_validation,Dropout
3339,historical_holdout,Dropout
3340,model_development,Enrolled
3341,model_development,Dropout
3342,policy_validation,Enrolled
3343,model_development,Graduate
3344,model_development,Enrolled
3345,policy_validation,Dropout
3346,model_development,Dropout
3347,model_development,Dropout
3348,model_development,Dropout
3349,policy_validation,Graduate
3350,historical_holdout,Dropout
3351,historical_holdout,Enrolled
3352,historical_holdout,Dropout
3353,policy_validation,Dropout
3354,model_development,Graduate
3355,model_development,Graduate
3356,model_development,Dropout
3357,model_development,Enrolled
3358,model_development,Dropout
3359,policy_validation,Dropout
3360,model_development,Enrolled
3361,policy_validation,Dropout
3362,historical_holdout,Graduate
3363,model_development,Graduate
3364,historical_holdout,Dropout
3365,model_development,Dropout
3366,model_development,Dropout
3367,model_development,Enrolled
3368,model_development,Graduate
3369,policy_validation,Enrolled
3370,model_development,Dropout
3371,model_development,Dropout
3372,model_development,Graduate
3373,model_development,Graduate
3374,model_development,Graduate
3375,model_development,Graduate
3376,model_development,Graduate
3377,model_development,Graduate
3378,policy_validation,Graduate
3379,model_development,Enrolled
3380,historical_holdout,Graduate
3381,historical_holdout,Dropout
3382,policy_validation,Dropout
3383,model_development,Graduate
3384,model_development,Dropout
3385,model_development,Enrolled
3386,model_development,Graduate
3387,model_development,Graduate
3388,policy_validation,Graduate
3389,policy_validation,Graduate
3390,model_development,Enrolled
3391,model_development,Graduate
3392,model_development,Graduate
3393,historical_holdout,Graduate
3394,historical_holdout,Graduate
3395,historical_holdout,Enrolled
3396,model_development,Graduate
3397,policy_validation,Enrolled
3398,policy_validation,Graduate
3399,model_development,Graduate
3400,model_development,Graduate
3401,model_development,Graduate
3402,model_development,Enrolled
3403,historical_holdout,Graduate
3404,model_development,Graduate
3405,model_development,Enrolled
3406,model_development,Graduate
3407,model_development,Enrolled
3408,model_development,Graduate
3409,historical_holdout,Dropout
3410,model_development,Graduate
3411,model_development,Enrolled
3412,model_development,Graduate
3413,model_development,Enrolled
3414,historical_holdout,Dropout
3415,policy_validation,Graduate
3416,historical_holdout,Enrolled
3417,model_development,Enrolled
3418,model_development,Dropout
3419,model_development,Graduate
3420,model_development,Graduate
3421,model_development,Graduate
3422,model_development,Dropout
3423,model_development,Dropout
3424,historical_holdout,Dropout
3425,policy_validation,Dropout
3426,policy_validation,Dropout
3427,model_development,Enrolled
3428,model_development,Graduate
3429,model_development,Dropout
3430,model_development,Dropout
3431,policy_validation,Graduate
3432,model_development,Graduate
3433,policy_validation,Graduate
3434,model_development,Dropout
3435,model_development,Dropout
3436,policy_validation,Graduate
3437,model_development,Graduate
3438,model_development,Enrolled
3439,model_development,Graduate
3440,historical_holdout,Dropout
3441,policy_validation,Enrolled
3442,policy_validation,Enrolled
3443,historical_holdout,Graduate
3444,model_development,Graduate
3445,historical_holdout,Dropout
3446,model_development,Graduate
3447,policy_validation,Dropout
3448,historical_holdout,Graduate
3449,model_development,Graduate
3450,model_development,Graduate
3451,model_development,Enrolled
3452,model_development,Enrolled
3453,historical_holdout,Graduate
3454,model_development,Graduate
3455,model_development,Dropout
3456,model_development,Graduate
3457,model_development,Graduate
3458,historical_holdout,Graduate
3459,historical_holdout,Graduate
3460,policy_validation,Dropout
3461,model_development,Graduate
3462,model_development,Enrolled
3463,historical_holdout,Dropout
3464,policy_validation,Enrolled
3465,policy_validation,Graduate
3466,model_development,Dropout
3467,model_development,Enrolled
3468,model_development,Graduate
3469,model_development,Enrolled
3470,model_development,Enrolled
3471,model_development,Graduate
3472,historical_holdout,Graduate
3473,model_development,Dropout
3474,model_development,Dropout
3475,model_development,Dropout
3476,historical_holdout,Graduate
3477,historical_holdout,Graduate
3478,model_development,Dropout
3479,model_development,Enrolled
3480,policy_validation,Graduate
3481,historical_holdout,Graduate
3482,model_development,Graduate
3483,historical_holdout,Dropout
3484,model_development,Dropout
3485,model_development,Dropout
3486,model_development,Dropout
3487,policy_validation,Graduate
3488,historical_holdout,Dropout
3489,model_development,Dropout
3490,model_development,Graduate
3491,model_development,Dropout
3492,model_development,Dropout
3493,model_development,Dropout
3494,policy_validation,Dropout
3495,model_development,Graduate
3496,model_development,Graduate
3497,model_development,Dropout
3498,policy_validation,Dropout
3499,model_development,Graduate
3500,model_development,Enrolled
3501,model_development,Dropout
3502,historical_holdout,Dropout
3503,policy_validation,Graduate
3504,model_development,Graduate
3505,model_development,Graduate
3506,model_development,Dropout
3507,model_development,Dropout
3508,historical_holdout,Graduate
3509,model_development,Enrolled
3510,model_development,Graduate
3511,model_development,Dropout
3512,policy_validation,Enrolled
3513,model_development,Dropout
3514,model_development,Dropout
3515,model_development,Dropout
3516,model_development,Enrolled
3517,model_development,Dropout
3518,model_development,Dropout
3519,historical_holdout,Dropout
3520,policy_validation,Dropout
3521,model_development,Graduate
3522,policy_validation,Dropout
3523,model_development,Graduate
3524,historical_holdout,Enrolled
3525,model_development,Enrolled
3526,model_development,Graduate
3527,model_development,Dropout
3528,model_development,Dropout
3529,historical_holdout,Dropout
3530,model_development,Enrolled
3531,model_development,Graduate
3532,model_development,Enrolled
3533,model_development,Graduate
3534,policy_validation,Dropout
3535,model_development,Dropout
3536,model_development,Dropout
3537,policy_validation,Dropout
3538,model_development,Dropout
3539,model_development,Dropout
3540,model_development,Graduate
3541,policy_validation,Dropout
3542,model_development,Dropout
3543,model_development,Enrolled
3544,model_development,Enrolled
3545,model_development,Enrolled
3546,policy_validation,Graduate
3547,model_development,Graduate
3548,model_development,Dropout
3549,model_development,Dropout
3550,model_development,Graduate
3551,policy_validation,Enrolled
3552,model_development,Dropout
3553,model_development,Dropout
3554,historical_holdout,Dropout
3555,policy_validation,Enrolled
3556,policy_validation,Graduate
3557,model_development,Enrolled
3558,historical_holdout,Dropout
3559,model_development,Enrolled
3560,model_development,Graduate
3561,policy_validation,Enrolled
3562,historical_holdout,Graduate
3563,model_development,Dropout
3564,model_development,Dropout
3565,historical_holdout,Dropout
3566,model_development,Dropout
3567,model_development,Graduate
3568,model_development,Graduate
3569,model_development,Graduate
3570,model_development,Dropout
3571,historical_holdout,Graduate
3572,model_development,Graduate
3573,historical_holdout,Dropout
3574,model_development,Enrolled
3575,model_development,Graduate
3576,model_development,Graduate
3577,model_development,Graduate
3578,historical_holdout,Dropout
3579,model_development,Dropout
3580,model_development,Graduate
3581,historical_holdout,Graduate
3582,historical_holdout,Graduate
3583,model_development,Dropout
3584,model_development,Enrolled
3585,model_development,Graduate
3586,model_development,Dropout
3587,model_development,Dropout
3588,historical_holdout,Graduate
3589,historical_holdout,Graduate
3590,historical_holdout,Dropout
3591,historical_holdout,Enrolled
3592,policy_validation,Enrolled
3593,historical_holdout,Dropout
3594,policy_validation,Dropout
3595,model_development,Enrolled
3596,policy_validation,Dropout
3597,model_development,Enrolled
3598,model_development,Graduate
3599,historical_holdout,Graduate
3600,model_development,Dropout
3601,policy_validation,Dropout
3602,policy_validation,Graduate
3603,policy_validation,Graduate
3604,model_development,Enrolled
3605,model_development,Graduate
3606,historical_holdout,Graduate
3607,model_development,Dropout
3608,policy_validation,Enrolled
3609,model_development,Dropout
3610,policy_validation,Enrolled
3611,model_development,Enrolled
3612,model_development,Graduate
3613,historical_holdout,Dropout
3614,model_development,Dropout
3615,model_development,Enrolled
3616,model_development,Dropout
3617,policy_validation,Enrolled
3618,model_development,Dropout
3619,model_development,Graduate
3620,model_development,Graduate
3621,historical_holdout,Dropout
3622,historical_holdout,Graduate
3623,model_development,Graduate
3624,model_development,Dropout
3625,model_development,Graduate
3626,historical_holdout,Enrolled
3627,model_development,Dropout
3628,historical_holdout,Enrolled
3629,model_development,Dropout
3630,model_development,Graduate
3631,model_development,Graduate
3632,model_development,Dropout
3633,model_development,Enrolled
3634,historical_holdout,Graduate
3635,policy_validation,Graduate
3636,model_development,Graduate
3637,model_development,Graduate
3638,historical_holdout,Enrolled
3639,policy_validation,Graduate
3640,policy_validation,Graduate
3641,historical_holdout,Graduate
3642,historical_holdout,Dropout
3643,historical_holdout,Graduate
3644,model_development,Graduate
3645,historical_holdout,Graduate
3646,historical_holdout,Graduate
3647,historical_holdout,Enrolled
3648,historical_holdout,Dropout
3649,model_development,Graduate
3650,historical_holdout,Dropout
3651,model_development,Graduate
3652,model_development,Enrolled
3653,policy_validation,Graduate
3654,historical_holdout,Enrolled
3655,policy_validation,Graduate
3656,policy_validation,Graduate
3657,model_development,Graduate
3658,policy_validation,Graduate
3659,model_development,Graduate
3660,model_development,Enrolled
3661,model_development,Dropout
3662,model_development,Graduate
3663,model_development,Graduate
3664,model_development,Graduate
3665,model_development,Dropout
3666,model_development,Enrolled
3667,model_development,Dropout
3668,historical_holdout,Dropout
3669,policy_validation,Graduate
3670,model_development,Graduate
3671,model_development,Graduate
3672,model_development,Graduate
3673,model_development,Graduate
3674,policy_validation,Graduate
3675,policy_validation,Graduate
3676,historical_holdout,Graduate
3677,historical_holdout,Graduate
3678,model_development,Dropout
3679,historical_holdout,Graduate
3680,model_development,Graduate
3681,model_development,Dropout
3682,policy_validation,Enrolled
3683,model_development,Dropout
3684,policy_validation,Graduate
3685,historical_holdout,Dropout
3686,historical_holdout,Dropout
3687,model_development,Dropout
3688,model_development,Dropout
3689,model_development,Graduate
3690,model_development,Enrolled
3691,model_development,Graduate
3692,model_development,Dropout
3693,model_development,Dropout
3694,model_development,Dropout
3695,model_development,Dropout
3696,policy_validation,Dropout
3697,model_development,Graduate
3698,historical_holdout,Enrolled
3699,policy_validation,Graduate
3700,historical_holdout,Dropout
3701,model_development,Enrolled
3702,model_development,Enrolled
3703,policy_validation,Dropout
3704,model_development,Dropout
3705,model_development,Graduate
3706,policy_validation,Dropout
3707,model_development,Graduate
3708,model_development,Graduate
3709,model_development,Dropout
3710,policy_validation,Dropout
3711,model_development,Graduate
3712,policy_validation,Dropout
3713,model_development,Dropout
3714,model_development,Dropout
3715,historical_holdout,Dropout
3716,model_development,Enrolled
3717,model_development,Dropout
3718,model_development,Graduate
3719,policy_validation,Dropout
3720,historical_holdout,Dropout
3721,model_development,Enrolled
3722,historical_holdout,Dropout
3723,policy_validation,Dropout
3724,historical_holdout,Dropout
3725,model_development,Dropout
3726,model_development,Dropout
3727,model_development,Dropout
3728,model_development,Graduate
3729,model_development,Graduate
3730,policy_validation,Graduate
3731,historical_holdout,Graduate
3732,model_development,Dropout
3733,model_development,Graduate
3734,model_development,Dropout
3735,historical_holdout,Dropout
3736,model_development,Graduate
3737,historical_holdout,Enrolled
3738,model_development,Enrolled
3739,historical_holdout,Graduate
3740,historical_holdout,Dropout
3741,historical_holdout,Dropout
3742,model_development,Enrolled
3743,model_development,Graduate
3744,model_development,Enrolled
3745,model_development,Dropout
3746,model_development,Graduate
3747,model_development,Graduate
3748,model_development,Graduate
3749,model_development,Dropout
3750,model_development,Graduate
3751,model_development,Graduate
3752,model_development,Graduate
3753,policy_validation,Graduate
3754,historical_holdout,Graduate
3755,model_development,Dropout
3756,model_development,Dropout
3757,policy_validation,Graduate
3758,model_development,Graduate
3759,model_development,Enrolled
3760,model_development,Dropout
3761,policy_validation,Graduate
3762,model_development,Dropout
3763,historical_holdout,Graduate
3764,model_development,Graduate
3765,historical_holdout,Graduate
3766,policy_validation,Graduate
3767,model_development,Graduate
3768,model_development,Dropout
3769,model_development,Enrolled
3770,policy_validation,Dropout
3771,model_development,Dropout
3772,model_development,Graduate
3773,policy_validation,Graduate
3774,policy_validation,Dropout
3775,model_development,Graduate
3776,model_development,Dropout
3777,model_development,Graduate
3778,model_development,Graduate
3779,historical_holdout,Enrolled
3780,model_development,Enrolled
3781,model_development,Graduate
3782,model_development,Graduate
3783,model_development,Graduate
3784,historical_holdout,Enrolled
3785,historical_holdout,Dropout
3786,model_development,Enrolled
3787,historical_holdout,Dropout
3788,model_development,Dropout
3789,model_development,Enrolled
3790,model_development,Dropout
3791,model_development,Graduate
3792,model_development,Dropout
3793,model_development,Dropout
3794,policy_validation,Dropout
3795,model_development,Dropout
3796,model_development,Graduate
3797,historical_holdout,Graduate
3798,historical_holdout,Dropout
3799,model_development,Graduate
3800,historical_holdout,Dropout
3801,model_development,Dropout
3802,model_development,Graduate
3803,model_development,Graduate
3804,policy_validation,Graduate
3805,model_development,Dropout
3806,model_development,Dropout
3807,model_development,Graduate
3808,model_development,Graduate
3809,model_development,Dropout
3810,model_development,Dropout
3811,policy_validation,Enrolled
3812,historical_holdout,Dropout
3813,model_development,Graduate
3814,policy_validation,Graduate
3815,historical_holdout,Graduate
3816,model_development,Enrolled
3817,policy_validation,Dropout
3818,model_development,Graduate
3819,model_development,Dropout
3820,model_development,Dropout
3821,model_development,Enrolled
3822,policy_validation,Dropout
3823,model_development,Graduate
3824,model_development,Dropout
3825,historical_holdout,Enrolled
3826,model_development,Dropout
3827,model_development,Dropout
3828,model_development,Graduate
3829,historical_holdout,Dropout
3830,model_development,Dropout
3831,policy_validation,Graduate
3832,historical_holdout,Enrolled
3833,model_development,Enrolled
3834,policy_validation,Dropout
3835,historical_holdout,Graduate
3836,model_development,Dropout
3837,policy_validation,Dropout
3838,policy_validation,Dropout
3839,model_development,Dropout
3840,model_development,Dropout
3841,model_development,Enrolled
3842,model_development,Enrolled
3843,model_development,Dropout
3844,historical_holdout,Dropout
3845,model_development,Graduate
3846,model_development,Dropout
3847,policy_validation,Dropout
3848,historical_holdout,Dropout
3849,historical_holdout,Dropout
3850,model_development,Graduate
3851,model_development,Dropout
3852,model_development,Dropout
3853,model_development,Dropout
3854,model_development,Dropout
3855,model_development,Dropout
3856,model_development,Graduate
3857,model_development,Graduate
3858,model_development,Graduate
3859,historical_holdout,Dropout
3860,model_development,Dropout
3861,historical_holdout,Dropout
3862,model_development,Dropout
3863,model_development,Graduate
3864,policy_validation,Graduate
3865,model_development,Dropout
3866,model_development,Dropout
3867,historical_holdout,Dropout
3868,model_development,Graduate
3869,model_development,Graduate
3870,model_development,Dropout
3871,model_development,Graduate
3872,model_development,Graduate
3873,policy_validation,Graduate
3874,model_development,Dropout
3875,model_development,Dropout
3876,historical_holdout,Dropout
3877,policy_validation,Dropout
3878,model_development,Graduate
3879,model_development,Graduate
3880,model_development,Graduate
3881,model_development,Graduate
3882,model_development,Graduate
3883,historical_holdout,Dropout
3884,policy_validation,Graduate
3885,model_development,Graduate
3886,historical_holdout,Graduate
3887,model_development,Enrolled
3888,model_development,Enrolled
3889,model_development,Graduate
3890,model_development,Graduate
3891,model_development,Enrolled
3892,historical_holdout,Enrolled
3893,model_development,Graduate
3894,model_development,Dropout
3895,model_development,Enrolled
3896,historical_holdout,Graduate
3897,historical_holdout,Enrolled
3898,historical_holdout,Graduate
3899,model_development,Graduate
3900,policy_validation,Enrolled
3901,model_development,Graduate
3902,policy_validation,Enrolled
3903,historical_holdout,Enrolled
3904,model_development,Dropout
3905,model_development,Dropout
3906,policy_validation,Graduate
3907,historical_holdout,Graduate
3908,policy_validation,Enrolled
3909,historical_holdout,Graduate
3910,historical_holdout,Dropout
3911,model_development,Enrolled
3912,model_development,Graduate
3913,policy_validation,Graduate
3914,model_development,Graduate
3915,model_development,Dropout
3916,model_development,Graduate
3917,model_development,Graduate
3918,historical_holdout,Graduate
3919,historical_holdout,Enrolled
3920,historical_holdout,Graduate
3921,model_development,Graduate
3922,historical_holdout,Graduate
3923,model_development,Graduate
3924,policy_validation,Graduate
3925,model_development,Enrolled
3926,model_development,Enrolled
3927,historical_holdout,Graduate
3928,historical_holdout,Dropout
3929,model_development,Graduate
3930,historical_holdout,Enrolled
3931,historical_holdout,Graduate
3932,model_development,Graduate
3933,model_development,Graduate
3934,model_development,Enrolled
3935,historical_holdout,Dropout
3936,historical_holdout,Enrolled
3937,model_development,Dropout
3938,historical_holdout,Enrolled
3939,model_development,Graduate
3940,model_development,Graduate
3941,policy_validation,Enrolled
3942,model_development,Dropout
3943,historical_holdout,Graduate
3944,model_development,Dropout
3945,policy_validation,Dropout
3946,historical_holdout,Graduate
3947,policy_validation,Graduate
3948,historical_holdout,Dropout
3949,model_development,Graduate
3950,policy_validation,Graduate
3951,model_development,Dropout
3952,policy_validation,Dropout
3953,policy_validation,Graduate
3954,policy_validation,Graduate
3955,historical_holdout,Dropout
3956,model_development,Dropout
3957,model_development,Graduate
3958,model_development,Graduate
3959,model_development,Graduate
3960,policy_validation,Graduate
3961,model_development,Dropout
3962,model_development,Graduate
3963,model_development,Graduate
3964,model_development,Graduate
3965,model_development,Dropout
3966,policy_validation,Graduate
3967,policy_validation,Dropout
3968,policy_validation,Enrolled
3969,model_development,Graduate
3970,model_development,Graduate
3971,historical_holdout,Graduate
3972,historical_holdout,Graduate
3973,historical_holdout,Graduate
3974,model_development,Graduate
3975,model_development,Graduate
3976,policy_validation,Graduate
3977,model_development,Graduate
3978,model_development,Graduate
3979,historical_holdout,Graduate
3980,policy_validation,Enrolled
3981,model_development,Graduate
3982,policy_validation,Graduate
3983,policy_validation,Graduate
3984,historical_holdout,Graduate
3985,policy_validation,Dropout
3986,model_development,Graduate
3987,model_development,Graduate
3988,policy_validation,Graduate
3989,model_development,Graduate
3990,policy_validation,Graduate
3991,policy_validation,Graduate
3992,policy_validation,Dropout
3993,policy_validation,Graduate
3994,historical_holdout,Graduate
3995,policy_validation,Graduate
3996,historical_holdout,Dropout
3997,model_development,Dropout
3998,historical_holdout,Graduate
3999,model_development,Dropout
4000,historical_holdout,Dropout
4001,model_development,Dropout
4002,policy_validation,Dropout
4003,policy_validation,Graduate
4004,historical_holdout,Graduate
4005,policy_validation,Graduate
4006,model_development,Dropout
4007,historical_holdout,Graduate
4008,model_development,Dropout
4009,model_development,Dropout
4010,model_development,Dropout
4011,historical_holdout,Dropout
4012,model_development,Enrolled
4013,historical_holdout,Dropout
4014,historical_holdout,Graduate
4015,policy_validation,Graduate
4016,historical_holdout,Dropout
4017,policy_validation,Dropout
4018,policy_validation,Dropout
4019,historical_holdout,Graduate
4020,model_development,Graduate
4021,historical_holdout,Dropout
4022,model_development,Graduate
4023,historical_holdout,Graduate
4024,model_development,Dropout
4025,model_development,Enrolled
4026,model_development,Enrolled
4027,historical_holdout,Graduate
4028,model_development,Dropout
4029,model_development,Graduate
4030,model_development,Dropout
4031,model_development,Graduate
4032,model_development,Enrolled
4033,policy_validation,Graduate
4034,historical_holdout,Dropout
4035,historical_holdout,Dropout
4036,model_development,Dropout
4037,policy_validation,Graduate
4038,historical_holdout,Enrolled
4039,model_development,Graduate
4040,model_development,Graduate
4041,model_development,Graduate
4042,historical_holdout,Graduate
4043,model_development,Graduate
4044,model_development,Enrolled
4045,historical_holdout,Graduate
4046,model_development,Dropout
4047,policy_validation,Graduate
4048,model_development,Graduate
4049,model_development,Graduate
4050,model_development,Graduate
4051,historical_holdout,Dropout
4052,policy_validation,Graduate
4053,model_development,Dropout
4054,model_development,Enrolled
4055,model_development,Graduate
4056,historical_holdout,Dropout
4057,policy_validation,Graduate
4058,model_development,Enrolled
4059,policy_validation,Graduate
4060,policy_validation,Dropout
4061,model_development,Graduate
4062,historical_holdout,Graduate
4063,historical_holdout,Graduate
4064,model_development,Graduate
4065,model_development,Enrolled
4066,model_development,Enrolled
4067,policy_validation,Graduate
4068,model_development,Dropout
4069,policy_validation,Graduate
4070,policy_validation,Graduate
4071,model_development,Graduate
4072,model_development,Dropout
4073,model_development,Enrolled
4074,model_development,Graduate
4075,policy_validation,Graduate
4076,model_development,Dropout
4077,model_development,Graduate
4078,historical_holdout,Dropout
4079,model_development,Graduate
4080,model_development,Enrolled
4081,policy_validation,Dropout
4082,historical_holdout,Enrolled
4083,historical_holdout,Enrolled
4084,model_development,Graduate
4085,model_development,Dropout
4086,historical_holdout,Dropout
4087,model_development,Graduate
4088,model_development,Enrolled
4089,model_development,Enrolled
4090,model_development,Dropout
4091,model_development,Graduate
4092,model_development,Dropout
4093,model_development,Dropout
4094,historical_holdout,Graduate
4095,model_development,Graduate
4096,model_development,Graduate
4097,policy_validation,Graduate
4098,model_development,Graduate
4099,model_development,Dropout
4100,model_development,Dropout
4101,policy_validation,Enrolled
4102,model_development,Graduate
4103,model_development,Graduate
4104,policy_validation,Enrolled
4105,model_development,Graduate
4106,model_development,Graduate
4107,model_development,Graduate
4108,model_development,Dropout
4109,model_development,Graduate
4110,model_development,Graduate
4111,policy_validation,Graduate
4112,model_development,Graduate
4113,historical_holdout,Graduate
4114,model_development,Dropout
4115,model_development,Graduate
4116,model_development,Enrolled
4117,model_development,Enrolled
4118,policy_validation,Graduate
4119,model_development,Graduate
4120,historical_holdout,Graduate
4121,model_development,Graduate
4122,model_development,Graduate
4123,model_development,Graduate
4124,model_development,Graduate
4125,model_development,Enrolled
4126,model_development,Enrolled
4127,historical_holdout,Enrolled
4128,model_development,Graduate
4129,historical_holdout,Graduate
4130,historical_holdout,Graduate
4131,model_development,Graduate
4132,historical_holdout,Graduate
4133,policy_validation,Enrolled
4134,model_development,Enrolled
4135,policy_validation,Graduate
4136,historical_holdout,Graduate
4137,model_development,Graduate
4138,policy_validation,Graduate
4139,model_development,Dropout
4140,policy_validation,Graduate
4141,model_development,Dropout
4142,model_development,Dropout
4143,policy_validation,Graduate
4144,model_development,Enrolled
4145,model_development,Enrolled
4146,model_development,Dropout
4147,model_development,Dropout
4148,model_development,Enrolled
4149,model_development,Enrolled
4150,historical_holdout,Graduate
4151,historical_holdout,Graduate
4152,model_development,Graduate
4153,policy_validation,Graduate
4154,policy_validation,Enrolled
4155,model_development,Dropout
4156,model_development,Graduate
4157,model_development,Enrolled
4158,model_development,Dropout
4159,policy_validation,Graduate
4160,policy_validation,Graduate
4161,policy_validation,Graduate
4162,model_development,Enrolled
4163,model_development,Dropout
4164,model_development,Graduate
4165,model_development,Dropout
4166,model_development,Graduate
4167,historical_holdout,Enrolled
4168,model_development,Graduate
4169,model_development,Graduate
4170,historical_holdout,Dropout
4171,historical_holdout,Enrolled
4172,model_development,Enrolled
4173,model_development,Enrolled
4174,historical_holdout,Graduate
4175,policy_validation,Graduate
4176,historical_holdout,Graduate
4177,model_development,Graduate
4178,historical_holdout,Enrolled
4179,historical_holdout,Graduate
4180,model_development,Graduate
4181,historical_holdout,Enrolled
4182,historical_holdout,Dropout
4183,model_development,Dropout
4184,model_development,Graduate
4185,historical_holdout,Graduate
4186,model_development,Enrolled
4187,model_development,Enrolled
4188,model_development,Graduate
4189,policy_validation,Graduate
4190,historical_holdout,Graduate
4191,policy_validation,Dropout
4192,model_development,Enrolled
4193,model_development,Enrolled
4194,model_development,Graduate
4195,historical_holdout,Dropout
4196,historical_holdout,Graduate
4197,model_development,Graduate
4198,model_development,Graduate
4199,policy_validation,Enrolled
4200,model_development,Graduate
4201,model_development,Graduate
4202,model_development,Graduate
4203,model_development,Enrolled
4204,policy_validation,Graduate
4205,historical_holdout,Dropout
4206,historical_holdout,Graduate
4207,model_development,Graduate
4208,model_development,Graduate
4209,historical_holdout,Dropout
4210,historical_holdout,Graduate
4211,policy_validation,Graduate
4212,model_development,Graduate
4213,model_development,Graduate
4214,historical_holdout,Graduate
4215,model_development,Graduate
4216,model_development,Dropout
4217,policy_validation,Dropout
4218,historical_holdout,Graduate
4219,policy_validation,Enrolled
4220,model_development,Graduate
4221,historical_holdout,Dropout
4222,model_development,Graduate
4223,model_development,Graduate
4224,model_development,Graduate
4225,model_development,Graduate
4226,policy_validation,Graduate
4227,model_development,Dropout
4228,model_development,Graduate
4229,model_development,Enrolled
4230,policy_validation,Dropout
4231,historical_holdout,Graduate
4232,model_development,Enrolled
4233,model_development,Dropout
4234,policy_validation,Graduate
4235,policy_validation,Enrolled
4236,historical_holdout,Enrolled
4237,model_development,Graduate
4238,policy_validation,Enrolled
4239,historical_holdout,Dropout
4240,model_development,Graduate
4241,policy_validation,Graduate
4242,policy_validation,Dropout
4243,policy_validation,Dropout
4244,model_development,Enrolled
4245,policy_validation,Dropout
4246,model_development,Dropout
4247,historical_holdout,Dropout
4248,historical_holdout,Graduate
4249,policy_validation,Dropout
4250,model_development,Graduate
4251,policy_validation,Dropout
4252,policy_validation,Dropout
4253,model_development,Graduate
4254,model_development,Dropout
4255,model_development,Dropout
4256,model_development,Dropout
4257,model_development,Graduate
4258,policy_validation,Enrolled
4259,model_development,Graduate
4260,historical_holdout,Dropout
4261,model_development,Dropout
4262,policy_validation,Dropout
4263,model_development,Graduate
4264,model_development,Dropout
4265,policy_validation,Graduate
4266,model_development,Graduate
4267,model_development,Enrolled
4268,model_development,Graduate
4269,policy_validation,Dropout
4270,historical_holdout,Enrolled
4271,policy_validation,Graduate
4272,model_development,Dropout
4273,historical_holdout,Graduate
4274,model_development,Enrolled
4275,model_development,Enrolled
4276,model_development,Enrolled
4277,historical_holdout,Dropout
4278,model_development,Dropout
4279,historical_holdout,Graduate
4280,model_development,Dropout
4281,policy_validation,Dropout
4282,model_development,Enrolled
4283,model_development,Dropout
4284,model_development,Dropout
4285,model_development,Enrolled
4286,model_development,Enrolled
4287,historical_holdout,Graduate
4288,policy_validation,Graduate
4289,policy_validation,Dropout
4290,model_development,Graduate
4291,policy_validation,Graduate
4292,historical_holdout,Graduate
4293,model_development,Graduate
4294,policy_validation,Dropout
4295,policy_validation,Graduate
4296,policy_validation,Enrolled
4297,policy_validation,Graduate
4298,model_development,Graduate
4299,policy_validation,Dropout
4300,model_development,Dropout
4301,policy_validation,Graduate
4302,model_development,Dropout
4303,model_development,Dropout
4304,model_development,Dropout
4305,policy_validation,Dropout
4306,model_development,Dropout
4307,historical_holdout,Dropout
4308,model_development,Dropout
4309,policy_validation,Dropout
4310,model_development,Graduate
4311,model_development,Graduate
4312,historical_holdout,Enrolled
4313,historical_holdout,Dropout
4314,policy_validation,Graduate
4315,model_development,Dropout
4316,policy_validation,Dropout
4317,historical_holdout,Graduate
4318,historical_holdout,Graduate
4319,model_development,Graduate
4320,policy_validation,Graduate
